Time,CSV Path,Total Collisions,Total Saved,Total Collision Planned,Total Collision Unplanned,User Click Count
0,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.02,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.3533334,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.3808285,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.3976319,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.414575,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.4321748,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.4488387,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.4664524,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.4838924,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.5014739,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.5185198,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.5361324,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.5532404,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.5704407,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.5880391,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.6047045,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.6220452,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.6389143,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.6557071,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.6723843,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.6892551,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.7067814,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.724088,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.7416585,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.758329,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.7754865,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.7922884,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.8090268,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.8260713,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.8427352,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.8596807,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.8763479,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.8935024,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.9102028,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.9271572,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.9439976,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.9609047,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.9775717,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.9942939,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
1.011172,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
1.028645,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
1.045515,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
1.062332,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
1.079334,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
1.096676,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
1.113967,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
1.131013,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
