Time,Drone 1,Drone 2,Planned
2.02,1,4,1
2.02,4,1,1
4.04,5,6,1
4.04,6,5,1
13.76,3,0,1
13.76,0,3,1
21.98,5,4,1
21.98,4,5,1
35.28,8,6,1
35.28,6,8,1
43.48,0,5,1
43.48,5,0,1
55.86,5,9,0.5161715
55.86,9,5,0.5161715
56.18,5,9,0.3577956
56.18,9,5,0.3577956
57.84,7,14,1
57.84,14,7,1
68.4,11,15,1
68.4,15,11,1
75.42,19,11,1
75.42,11,19,1
83.62,18,3,0.5219089
83.62,3,18,0.5219089
83.66,1,7,0.3562342
83.66,7,1,0.3562342
91.6,15,9,1
91.6,9,15,1
98.34,15,7,1
98.34,7,15,1
101.48,1,2,1
101.48,2,1,1
113.5,17,1,1
113.5,1,17,1
121.36,2,14,0.6484281
121.36,14,2,0.6484281
121.42,2,14,0.6074445
121.42,14,2,0.6074445
121.48,2,14,0.5739857
121.48,14,2,0.5739857
121.54,2,14,0.5496061
121.54,14,2,0.5496061
121.88,2,14,0.542396
121.88,14,2,0.542396
122.06,2,14,0.6501562
122.06,14,2,0.6501562
122.24,2,14,0.6795951
122.24,14,2,0.6795951
122.36,2,14,0.7890373
122.36,14,2,0.7890373
129.46,1,16,1
129.46,16,1,1
131.46,4,3,1
131.46,3,4,1
132.4,16,3,0.9223441
132.52,16,3,0.86873
132.64,16,3,0.8212711
132.8,16,3,0.7775077
132.98,16,3,0.7615623
133.14,16,3,0.7788073
133.3,16,3,0.8194059
147.66,15,11,0.8402359
147.66,11,15,0.8402359
147.78,15,11,0.8853379
147.78,11,15,0.8853379
147.9,15,11,0.8738294
147.9,11,15,0.8738294
148.34,15,11,0.7589619
148.34,11,15,0.7589619
148.52,4,19,1
148.52,19,4,1
150.4,6,19,0.9388961
150.46,6,19,0.9086701
150.52,6,19,0.884112
152.66,6,9,0.9054646
152.66,9,6,0.9054646
152.76,6,9,0.8147746
152.76,9,6,0.8147746
152.84,6,9,0.8377636
152.84,9,6,0.8377636
152.96,6,9,0.756676
152.96,9,6,0.756676
153,6,9,0.7355269
153,9,6,0.7355269
153.18,6,9,0.7244107
153.18,9,6,0.7244107
153.24,6,9,0.7457478
153.24,9,6,0.7457478
153.34,6,9,0.8053126
153.34,9,6,0.8053126
153.4,6,9,0.6907323
153.4,9,6,0.6907323
158.5,11,0,1
158.5,0,11,1
162.42,3,4,0.8281876
162.42,4,3,0.8281876
162.52,3,4,0.7983481
162.52,4,3,0.7983481
162.86,3,4,0.8014534
162.86,4,3,0.8014534
163.7,1,16,0.9357007
163.7,16,1,0.9357007
165.3,16,18,0.9650626
165.3,18,16,0.9650626
165.44,1,16,0.7867607
165.44,16,1,0.7867607
168.6,0,16,1
168.6,16,0,1
169.26,4,19,0.8620517
169.26,19,4,0.8620517
169.42,4,19,0.8352422
169.42,19,4,0.8352422
169.58,4,19,0.8177522
169.58,19,4,0.8177522
169.76,4,19,0.8112614
169.76,19,4,0.8112614
169.9,4,19,0.8155241
169.9,19,4,0.8155241
180.08,19,3,0.9832454
180.08,3,19,0.9832454

