Time,Click No
5.042448,1
12.22543,2
14.16695,3
16.84072,4
26.92195,5
31.31002,6
33.20543,7
34.98907,8
54.72165,9
57.2565,10
63.29467,11
67.73817,12
70.23669,13
79.51308,14
89.18266,15
97.39715,16
102.2899,17
107.6913,18
114.5033,19
118.5263,20
125.1,21
137.0716,22
144.0222,23
151.632,24
161.4325,25
168.5127,26
174.2236,27
178.9574,28
185.653,29

