Time,Click No
13.60832,1
26.56126,2
36.47137,3
38.90929,4
45.40705,5
51.07682,6
54.83392,7
66.08588,8
73.32178,9
85.98471,10
97.11086,11
105.994,12
110.6822,13
123.8203,14
129.8243,15
138.4046,16
144.7398,17
148.6837,18
167.3236,19
169.7626,20
176.8155,21
180.7,22

