Time,CSV Path,Total Planned Collisions,Total Planned Collisions Saved,Total Planned Collisions Collided,Total Collisions,User Click Count
0,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.02,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.0574355,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.0663128,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.1136718,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.1578441,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.1835769,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.2121047,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.2307982,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.2431806,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.2532108,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.2637174,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.2745225,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.2859185,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.2970755,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.3080124,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.3193038,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.3302385,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.3411807,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.3419438,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.4133296,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.4237493,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.4682767,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.5232075,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.566987,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.5845601,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.6034757,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.6254201,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.6470015,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.6690514,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.6918615,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.7135901,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.7362151,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.7602246,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.781231,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.802562,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.8254701,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.8480325,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.8696858,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.8909414,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.9136014,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.9365792,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.959005,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
0.979966,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
1.002828,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
1.026032,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
1.04828,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
1.070246,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
1.092194,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
1.115106,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
1.137447,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
1.159156,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
1.181246,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
1.20567,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
1.22668,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
1.248236,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
1.271329,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
1.293154,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
1.317612,Assets/Flightplans/flightplan30UAVs_plan3_v3.csv,0,0,0,0,0
