Time,Click No
3.802891,1
10.37815,2
16.71386,3
22.42607,4
24.75778,5
31.07045,6
35.62442,7
44.00443,8
47.49162,9
55.98236,10
59.40553,11
65.91538,12
72.07011,13
76.07171,14
92.49444,15
96.0984,16
102.1287,17
107.4202,18
114.2834,19
118.0193,20
129.8842,21
132.1744,22
144.7726,23
162.5091,24
178.3157,25

