Time,CSV Path,Total Planned Collisions,Total Planned Collisions Saved,Total Planned Collisions Collided,Total Collisions,User Click Count
0,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.02,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.3533334,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.3746772,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.3820789,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.3986606,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.4092392,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.4205724,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.4308228,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.4421555,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.4528925,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.4643802,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.4748504,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.4868715,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.4974816,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.5088481,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.5203609,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.5313092,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.5412099,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.5540149,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.5646389,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.5759214,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.5868328,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.5980628,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.6091834,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.6209471,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.6311685,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.6424372,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.6534113,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.6645818,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.6756999,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.6866671,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.6977267,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.7091969,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.7198582,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.7308701,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.7427055,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.7536542,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.7647433,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.7760999,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.786916,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.7978666,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.8089193,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.8204398,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.8311868,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.8424242,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
0.8538774,Assets/Flightplans/flightplan20UAVs_plan3_v3.csv,0,0,0,0,0
