Time,Click No
3.848968,1
8.26842,2
11.55417,3
15.86722,4
18.78072,5
22.62046,6
25.95181,7
36.7673,8
40.03826,9
44.27463,10
48.88487,11
55.24434,12
58.94732,13
66.6541,14
72.04668,15
75.25732,16
86.57382,17
91.33634,18
97.46611,19
102.7851,20
111.0227,21
113.5833,22
120.8813,23
125.3141,24
128.3807,25
139.7054,26
143.6851,27
148.7393,28
152.1733,29
152.7039,30
159.6924,31
166.5793,32
173.2666,33
177.9675,34
182.5653,35

