Time,Click No
7.7226,1
11.77712,2
16.79649,3
21.06077,4
29.89183,5
33.66707,6
41.35456,7
45.77289,8
49.86055,9
56.63552,10
62.25652,11
66.10098,12
76.53643,13
79.88481,14
89.69913,15
95.43238,16
104.5552,17
130.072,18
134.0894,19
137.5332,20
143.3049,21
149.763,22
159.9021,23
164.8436,24
171.0257,25
175.1406,26
181.9022,27

