Time,Click No
25.16483,1
31.66113,2
40.99523,3
47.4832,4
58.5265,5
67.14702,6
81.48606,7
89.8143,8
103.3491,9
108.0358,10
119.0161,11
126.5736,12
134.2123,13
142.3286,14
145.1471,15
153.5484,16
159.1273,17
166.1496,18
175.7502,19
182.0406,20

