Time,Drone 1,Drone 2,Planned
4.02,7,12,1
4.02,12,7,1
4.32,10,11,1
4.32,11,10,1
8.98,19,14,0.6190456
8.98,14,19,0.6190456
9.36,0,28,1
9.36,28,0,1
18.98,21,9,0.7154453
18.98,9,21,0.7154453
19.02,21,9,0.7070578
19.02,9,21,0.7070578
19.2,21,9,0.7000785
19.2,9,21,0.7000785
21.9,2,13,0.7450987
21.9,13,2,0.7450987
24.14,28,5,1
24.14,5,28,1
25.08,6,5,0.9117647
25.24,6,5,0.945273
31.08,2,22,0.7188139
31.08,22,2,0.7188139
31.12,2,22,0.7069931
31.12,22,2,0.7069931
31.18,24,5,1
31.18,5,24,1
31.24,2,22,0.6774831
31.24,22,2,0.6774831
31.28,2,22,0.6714835
31.28,22,2,0.6714835
31.4,2,22,0.6579433
31.4,22,2,0.6579433
31.56,2,22,0.6598105
31.56,22,2,0.6598105
31.64,2,22,0.6692585
31.64,22,2,0.6692585
31.72,2,22,0.6825877
31.72,22,2,0.6825877
31.88,2,22,0.725498
31.88,22,2,0.725498
38.98,27,19,0.3298572
38.98,19,27,0.3298572
39.06,27,19,0.3357056
39.06,19,27,0.3357056
40.92,1,18,1
40.92,18,1,1
42.94,4,14,0.828572
42.94,14,4,0.828572
43.62,8,19,1.181978
43.62,19,8,1.181978
43.7,8,19,1.143696
43.7,19,8,1.143696
43.74,8,19,1.126114
43.74,19,8,1.126114
43.86,8,19,1.084295
43.86,19,8,1.084295
44.02,8,19,1.057857
44.02,19,8,1.057857
44.3,8,19,1.097122
44.3,19,8,1.097122
44.36,8,19,1.119635
44.36,19,8,1.119635
44.52,8,19,1.195614
44.52,19,8,1.195614
44.66,8,19,1.278399
44.66,19,8,1.278399
44.84,8,19,1.418707
44.84,19,8,1.418707
49.16,6,15,1
49.16,15,6,1
59.36,2,5,0.8730937
59.36,5,2,0.8730937
59.38,15,0,1.058036
59.38,0,15,1.058036
59.5,2,5,0.8719346
59.5,5,2,0.8719346
59.5,15,0,0.8679577
59.5,0,15,0.8679577
59.54,15,0,0.8549378
59.54,0,15,0.8549378
59.6,15,0,0.8254374
59.6,0,15,0.8254374
59.7,15,0,0.7929956
59.7,0,15,0.7929956
59.72,2,5,0.8906987
59.72,5,2,0.8906987
59.84,15,0,0.7617311
59.84,0,15,0.7617311
59.88,15,0,0.7584301
59.88,0,15,0.7584301
59.92,15,0,0.7550982
59.92,0,15,0.7550982
60.02,15,0,0.7563587
60.02,0,15,0.7563587
60.06,15,0,0.7588145
60.06,0,15,0.7588145
60.14,15,0,0.7737221
60.14,0,15,0.7737221
60.22,15,0,0.7928519
60.22,0,15,0.7928519
60.26,15,0,0.8075511
60.26,0,15,0.8075511
60.36,15,0,0.8442189
60.36,0,15,0.8442189
60.4,15,0,0.8565765
60.4,0,15,0.8565765
60.46,15,0,0.8902578
60.46,0,15,0.8902578
60.56,15,0,0.9439185
60.56,0,15,0.9439185
65.43999,15,13,0.4857546
65.43999,13,15,0.4857546
65.6,15,13,0.5374669
65.6,13,15,0.5374669
66.66,24,22,1
66.66,22,24,1
72.52,5,24,1
72.52,24,5,1
73.74,7,22,0.7044947
73.74,22,7,0.7044947
73.84,7,22,0.7430333
73.84,22,7,0.7430333
73.9,7,22,0.76122
73.9,22,7,0.76122
74,7,22,0.7995389
74,22,7,0.7995389
74.06,7,22,0.8201518
74.06,22,7,0.8201518
74.14,7,22,0.8494799
74.14,22,7,0.8494799
74.22,7,22,0.8796855
74.22,22,7,0.8796855
74.28,7,22,0.9009042
74.28,22,7,0.9009042
74.36,7,22,0.9330935
74.36,22,7,0.9330935
74.4,7,22,0.9441647
74.4,22,7,0.9441647
74.46,7,22,0.9722042
74.46,22,7,0.9722042
78.38,25,20,1.065159
78.38,20,25,1.065159
78.42,25,20,1.060996
78.42,20,25,1.060996
78.54,25,20,1.051897
78.54,20,25,1.051897
78.58,25,20,1.051935
78.58,20,25,1.051935
78.62,25,20,1.054152
78.62,20,25,1.054152
78.72,25,20,1.065604
78.72,20,25,1.065604
78.78,25,20,1.075956
78.78,20,25,1.075956
78.88,25,20,1.102797
78.88,20,25,1.102797
82.04,23,25,1.186448
82.04,25,23,1.186448
82.12,23,25,1.168768
82.12,25,23,1.168768
82.16,23,25,1.163174
82.16,25,23,1.163174
82.25999,23,25,1.151684
82.25999,25,23,1.151684
82.32,23,25,1.150314
82.32,25,23,1.150314
82.38,23,25,1.15216
82.38,25,23,1.15216
82.46,23,25,1.160403
82.46,25,23,1.160403
82.5,23,25,1.165389
82.5,25,23,1.165389
82.56,23,25,1.176974
82.56,25,23,1.176974
82.56,17,1,0.6337033
82.56,1,17,0.6337033
82.64,23,25,1.199823
82.64,25,23,1.199823
82.64,17,1,0.5910242
82.64,1,17,0.5910242
82.68,23,25,1.208546
82.68,25,23,1.208546
82.68,17,1,0.5882879
82.68,1,17,0.5882879
82.75999,17,1,0.5857698
82.75999,1,17,0.5857698
82.82,17,1,0.5889093
82.82,1,17,0.5889093
82.86,17,1,0.5923923
82.86,1,17,0.5923923
83.04,17,1,0.2393926
83.04,1,17,0.2393926
83.22,17,1,0.3017493
83.22,1,17,0.3017493
83.38,17,1,0.4081055
83.38,1,17,0.4081055
83.56,17,1,0.5288101
83.56,1,17,0.5288101
83.72,23,21,0.8524909
83.72,21,23,0.8524909
83.72,17,1,0.6606351
83.72,1,17,0.6606351
83.9,23,21,0.7741504
83.9,21,23,0.7741504
84.06,23,21,0.7711714
84.06,21,23,0.7711714
85.42,3,1,1
85.42,1,3,1
89.06,10,28,0.7514562
89.06,28,10,0.7514562
89.14,10,28,0.714266
89.14,28,10,0.714266
89.22,10,28,0.6666241
89.22,28,10,0.6666241
89.34,10,28,0.6541606
89.34,28,10,0.6541606
89.38,10,28,0.6633794
