Time,Pos X,Pos Y,Pos Z,Rot X,Rot Y,Rot Z,Rot W
0,10.64511,6.5,-11.17152,0,0,0,1
0.02,10.64511,6.5,-11.17152,0,0,0,1
0.3533334,10.64511,6.5,-11.17152,0,0,0,1
0.3852111,10.64511,6.5,-11.17152,0,0,0,1
0.4027555,10.64511,6.5,-11.17152,0,0,0,1
0.4203561,10.64511,6.5,-11.17152,0,0,0,1
0.4379614,10.64511,6.5,-11.17152,0,0,0,1
0.4548127,10.64511,6.5,-11.17152,0,0,0,1
0.4719864,10.64511,6.5,-11.17152,0,0,0,1
0.4889065,10.64511,6.5,-11.17152,0,0,0,1
0.5064949,10.64511,6.5,-11.17152,0,0,0,1
0.5240791,10.64511,6.5,-11.17152,0,0,0,1
0.541631,10.64511,6.5,-11.17152,0,0,0,1
0.5586211,10.64511,6.5,-11.17152,0,0,0,1
0.5760578,10.64511,6.5,-11.17152,0,0,0,1
0.593589,10.64511,6.5,-11.17152,0,0,0,1
0.6127304,10.64511,6.5,-11.17152,0,0,0,1
0.6302937,10.64511,6.5,-11.17152,0,0,0,1
0.646962,10.64511,6.5,-11.17152,0,0,0,1
0.6639114,10.64511,6.5,-11.17152,0,0,0,1
0.6814666,10.64511,6.5,-11.17152,0,0,0,1
0.6986433,10.64511,6.5,-11.17152,0,0,0,1
0.7162387,10.64511,6.5,-11.17152,0,0,0,1
0.7338166,10.64511,6.5,-11.17152,0,0,0,1
0.7511185,10.64511,6.5,-11.17152,0,0,0,1
0.7681555,10.64511,6.5,-11.17152,0,0,0,1
0.785252,10.64511,6.5,-11.17152,0,0,0,1
0.8019493,10.64511,6.5,-11.17152,0,0,0,1
0.819548,10.64511,6.5,-11.17152,0,0,0,1
0.8369843,10.64511,6.5,-11.17152,0,0,0,1
0.8536514,10.64511,6.5,-11.17152,0,0,0,1
0.8712706,10.64511,6.5,-11.17152,0,0,0,1
0.8886897,10.64511,6.5,-11.17152,0,0,0,1
0.9062762,10.64511,6.5,-11.17152,0,0,0,1
0.9229904,10.64511,6.5,-11.17152,0,0,0,1
0.9406101,10.64511,6.5,-11.17152,0,0,0,1
0.9581227,10.64511,6.5,-11.17152,0,0,0,1
0.9751543,10.64511,6.5,-11.17152,0,0,0,1
0.9925537,10.64511,6.5,-11.17152,0,0,0,1
1.009225,10.64511,6.5,-11.17152,0,0,0,1
1.026064,10.64511,6.5,-11.17152,0,0,0,1
1.043671,10.64511,6.5,-11.17152,0,0,0,1
1.061219,10.64511,6.5,-11.17152,0,0,0,1
1.07799,10.64511,6.5,-11.17152,0,0,0,1
1.095604,10.64511,6.5,-11.17152,0,0,0,1
1.11312,10.64511,6.5,-11.17152,0,0,0,1
1.130148,10.64511,6.5,-11.17152,0,0,0,1
1.146813,10.64511,6.5,-11.17152,0,0,0,1
1.164225,10.64511,6.5,-11.17152,0,0,0,1
1.181813,10.64511,6.5,-11.17152,0,0,0,1
1.19908,10.64511,6.5,-11.17152,0,0,0,1
1.216696,10.64511,6.5,-11.17152,0,0,0,1
1.233434,10.64511,6.5,-11.17152,0,0,0,1
1.250103,10.64511,6.5,-11.17152,0,0,0,1
1.26732,10.64511,6.5,-11.17152,0,0,0,1
1.28482,10.64511,6.5,-11.17152,0,0,0,1
1.302215,10.64511,6.5,-11.17152,0,0,0,1
1.319833,10.64511,6.5,-11.17152,0,0,0,1
1.337336,10.64511,6.5,-11.17152,0,0,0,1
1.354522,10.64511,6.5,-11.17152,0,0,0,1
1.371837,10.64511,6.5,-11.17152,0,0,0,1
1.392337,10.64511,6.5,-11.17152,0,0,0,1
1.409936,10.64511,6.5,-11.17152,0,0,0,1
1.426789,10.64511,6.5,-11.17152,0,0,0,1
1.444407,10.64511,6.5,-11.17152,0,0,0,1
1.461773,10.64511,6.5,-11.17152,0,0,0,1
1.479346,10.64511,6.5,-11.17152,0,0,0,1
1.496784,10.64511,6.5,-11.17152,0,0,0,1
1.514238,10.64511,6.5,-11.17152,0,0,0,1
1.531854,10.64511,6.5,-11.17152,0,0,0,1
1.548516,10.64511,6.5,-11.17152,0,0,0,1
1.565606,10.64511,6.5,-11.17152,0,0,0,1
1.58248,10.64511,6.5,-11.17152,0,0,0,1
1.600091,10.64511,6.5,-11.17152,0,0,0,1
1.617696,10.64511,6.5,-11.17152,0,0,0,1
1.634778,10.64511,6.5,-11.17152,0,0,0,1
1.652394,10.64511,6.5,-11.17152,0,0,0,1
1.670014,10.64511,6.5,-11.17152,0,0,0,1
1.687264,10.64511,6.5,-11.17152,0,0,0,1
1.704415,10.64511,6.5,-11.17152,0,0,0,1
1.721104,10.64511,6.5,-11.17152,0,0,0,1
1.738004,10.64511,6.5,-11.17152,0,0,0,1
1.75478,10.64511,6.5,-11.17152,0,0,0,1
1.77156,10.64511,6.5,-11.17152,0,0,0,1
1.789007,10.64511,6.5,-11.17152,0,0,0,1
1.806169,10.64511,6.5,-11.17152,0,0,0,1
1.823784,10.64511,6.5,-11.17152,0,0,0,1
1.841053,10.64511,6.5,-11.17152,0,0,0,1
1.860587,10.64511,6.5,-11.17152,0,0,0,1
1.878217,10.64511,6.5,-11.17152,0,0,0,1
1.895824,10.64511,6.5,-11.17152,0,0,0,1
1.913363,10.64511,6.5,-11.17152,0,0,0,1
1.930975,10.64511,6.5,-11.17152,0,0,0,1
1.948389,10.64511,6.5,-11.17152,0,0,0,1
1.966003,10.64511,6.5,-11.17152,0,0,0,1
1.983614,10.64511,6.5,-11.17152,0,0,0,1
2.00105,10.64511,6.5,-11.17152,0,0,0,1
2.020738,10.64511,6.5,-11.17152,0,0,0,1
2.038342,10.64511,6.5,-11.17152,0,0,0,1
2.055958,10.64511,6.5,-11.17152,0,0,0,1
2.073149,10.64511,6.5,-11.17152,0,0,0,1
2.089919,10.64511,6.5,-11.17152,0,0,0,1
2.10715,10.64511,6.5,-11.17152,0,0,0,1
2.124138,10.64511,6.5,-11.17152,0,0,0,1
2.140949,10.64511,6.5,-11.17152,0,0,0,1
2.157725,10.64511,6.5,-11.17152,0,0,0,1
2.174477,10.64511,6.5,-11.17152,0,0,0,1
2.19151,10.64511,6.5,-11.17152,0,0,0,1
2.208595,10.64511,6.5,-11.17152,0,0,0,1
2.225354,10.64511,6.5,-11.17152,0,0,0,1
2.242021,10.64511,6.5,-11.17152,0,0,0,1
2.259283,10.64511,6.5,-11.17152,0,0,0,1
2.276796,10.64511,6.5,-11.17152,0,0,0,1
2.293606,10.64511,6.5,-11.17152,0,0,0,1
2.310271,10.64511,6.5,-11.17152,0,0,0,1
2.327253,10.64511,6.5,-11.17152,0,0,0,1
2.344407,10.64511,6.5,-11.17152,0,0,0,1
2.361991,10.64511,6.5,-11.17152,0,0,0,1
2.379152,10.64511,6.5,-11.17152,0,0,0,1
2.396049,10.64511,6.5,-11.17152,0,0,0,1
2.413598,10.64511,6.5,-11.17152,0,0,0,1
2.430341,10.64511,6.5,-11.17152,0,0,0,1
2.447653,10.64511,6.5,-11.17152,0,0,0,1
2.465296,10.64511,6.5,-11.17152,0,0,0,1
2.48251,10.64511,6.5,-11.17152,0,0,0,1
2.499439,10.64511,6.5,-11.17152,0,0,0,1
2.516312,10.64511,6.5,-11.17152,0,0,0,1
2.533926,10.64511,6.5,-11.17152,0,0,0,1
2.550591,10.64511,6.5,-11.17152,0,0,0,1
2.567996,10.64511,6.5,-11.17152,0,0,0,1
2.585604,10.64511,6.5,-11.17152,0,0,0,1
2.603206,10.64511,6.5,-11.17152,0,0,0,1
2.620666,10.64511,6.5,-11.17152,0,0,0,1
2.638039,10.64511,6.5,-11.17152,0,0,0,1
