Time,Pos X,Pos Y,Pos Z,Rot X,Rot Y,Rot Z,Rot W
0,12.0867,34.55662,3.342144,0.7071068,0,0,0.7071068
0.02,12.0867,34.55662,3.342145,0.7071068,0,0,0.7071068
0.3533334,12.08672,34.55661,3.342157,0.7071068,0,0,0.7071068
0.3882318,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
0.3956195,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
0.415847,12.08672,34.55661,3.342154,0.7071068,0,0,0.7071068
0.450066,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
0.4837877,12.08672,34.55661,3.342154,0.7071068,0,0,0.7071068
0.5034869,12.08672,34.55661,3.342154,0.7071068,0,0,0.7071068
0.5107403,12.08672,34.55661,3.342154,0.7071068,0,0,0.7071068
0.517491,12.08672,34.55661,3.342154,0.7071068,0,0,0.7071068
0.5234944,12.08672,34.55661,3.342153,0.7071068,0,0,0.7071068
0.5296676,12.08672,34.55661,3.342153,0.7071068,0,0,0.7071068
0.5360305,12.08672,34.55661,3.342153,0.7071068,0,0,0.7071068
0.5420281,12.08672,34.55662,3.342152,0.7071068,0,0,0.7071068
0.5483559,12.08672,34.55662,3.342152,0.7071068,0,0,0.7071068
0.5547609,12.08672,34.55662,3.342152,0.7071068,0,0,0.7071068
0.5614886,12.08672,34.55662,3.34215,0.7071068,0,0,0.7071068
0.5682461,12.08672,34.55662,3.34215,0.7071068,0,0,0.7071068
0.5750051,12.08672,34.55662,3.34215,0.7071068,0,0,0.7071068
0.5809067,12.08672,34.55662,3.342152,0.7071068,0,0,0.7071068
0.5875621,12.08672,34.55662,3.342152,0.7071068,0,0,0.7071068
0.5937914,12.08672,34.55662,3.342152,0.7071068,0,0,0.7071068
0.5993844,12.08672,34.55662,3.342152,0.7071068,0,0,0.7071068
0.6058195,12.08672,34.55662,3.342152,0.7071068,0,0,0.7071068
0.6122351,12.08672,34.55662,3.342152,0.7071068,0,0,0.7071068
0.618512,12.08672,34.55662,3.342152,0.7071068,0,0,0.7071068
0.6253377,12.08672,34.55662,3.34215,0.7071068,0,0,0.7071068
0.6326544,12.08672,34.55662,3.34215,0.7071068,0,0,0.7071068
0.6390898,12.08672,34.55662,3.342151,0.7071068,0,0,0.7071068
0.6452416,12.08672,34.55662,3.342151,0.7071068,0,0,0.7071068
0.652611,12.08672,34.55662,3.342151,0.7071068,0,0,0.7071068
0.662387,12.08672,34.55661,3.342154,0.7071068,0,0,0.7071068
0.668842,12.08672,34.55661,3.342154,0.7071068,0,0,0.7071068
0.6765308,12.08672,34.55661,3.342154,0.7071068,0,0,0.7071068
0.6830546,12.08672,34.55661,3.342153,0.7071068,0,0,0.7071068
0.6899529,12.08672,34.55661,3.342153,0.7071068,0,0,0.7071068
0.6972135,12.08672,34.55661,3.342153,0.7071068,0,0,0.7071068
0.7034187,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
0.7106243,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
0.7167801,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
0.7231972,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
0.7300782,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
0.7366604,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
0.7430547,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
0.7502599,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
0.7574663,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
0.7655044,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
0.7733592,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
0.778231,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
0.7846754,12.08672,34.55662,3.342152,0.7071068,0,0,0.7071068
0.791257,12.08672,34.55662,3.342152,0.7071068,0,0,0.7071068
0.8013992,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
0.8069636,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
0.8133318,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
0.8191307,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
0.8251935,12.08672,34.55661,3.342158,0.7071068,0,0,0.7071068
0.8377134,12.08672,34.55661,3.342158,0.7071068,0,0,0.7071068
0.8434926,12.08672,34.55661,3.342157,0.7071068,0,0,0.7071068
0.8503602,12.08672,34.55661,3.342157,0.7071068,0,0,0.7071068
0.8563415,12.08672,34.55661,3.342157,0.7071068,0,0,0.7071068
0.8623058,12.08672,34.55661,3.342158,0.7071068,0,0,0.7071068
0.8685238,12.08672,34.55661,3.342158,0.7071068,0,0,0.7071068
0.8742664,12.08672,34.55661,3.342158,0.7071068,0,0,0.7071068
0.8802623,12.08672,34.55661,3.342157,0.7071068,0,0,0.7071068
0.8861687,12.08672,34.55661,3.342157,0.7071068,0,0,0.7071068
0.8922268,12.08672,34.55661,3.342157,0.7071068,0,0,0.7071068
0.8982372,12.08672,34.55661,3.342157,0.7071068,0,0,0.7071068
0.904465,12.08672,34.5566,3.342159,0.7071068,0,0,0.7071068
0.9107652,12.08672,34.5566,3.342159,0.7071068,0,0,0.7071068
0.9161739,12.08672,34.5566,3.342159,0.7071068,0,0,0.7071068
0.9222031,12.08672,34.5566,3.342161,0.7071068,0,0,0.7071068
0.9279283,12.08672,34.5566,3.342161,0.7071068,0,0,0.7071068
0.9347407,12.08672,34.5566,3.342161,0.7071068,0,0,0.7071068
0.9401323,12.08672,34.5566,3.342162,0.7071068,0,0,0.7071068
0.946063,12.08672,34.5566,3.342162,0.7071068,0,0,0.7071068
0.9519072,12.08672,34.5566,3.342162,0.7071068,0,0,0.7071068
0.9576322,12.08672,34.5566,3.342162,0.7071068,0,0,0.7071068
0.9634097,12.08672,34.5566,3.342161,0.7071068,0,0,0.7071068
0.9692854,12.08672,34.5566,3.342161,0.7071068,0,0,0.7071068
0.9757984,12.08672,34.5566,3.342161,0.7071068,0,0,0.7071068
0.9818403,12.08672,34.55661,3.34216,0.7071068,0,0,0.7071068
0.9875038,12.08672,34.55661,3.34216,0.7071068,0,0,0.7071068
0.9934322,12.08672,34.55661,3.34216,0.7071068,0,0,0.7071068
1.000352,12.08672,34.55661,3.34216,0.7071068,0,0,0.7071068
1.008565,12.08672,34.55661,3.34216,0.7071068,0,0,0.7071068
1.015784,12.08672,34.55661,3.34216,0.7071068,0,0,0.7071068
1.021794,12.08672,34.55661,3.34216,0.7071068,0,0,0.7071068
1.028403,12.08672,34.55661,3.34216,0.7071068,0,0,0.7071068
1.03463,12.08672,34.55661,3.34216,0.7071068,0,0,0.7071068
1.041508,12.08672,34.55661,3.342156,0.7071068,0,0,0.7071068
1.047912,12.08672,34.55661,3.342156,0.7071068,0,0,0.7071068
1.054292,12.08672,34.55661,3.342156,0.7071068,0,0,0.7071068
1.061175,12.08672,34.55661,3.342156,0.7071068,0,0,0.7071068
1.069335,12.08672,34.55661,3.342156,0.7071068,0,0,0.7071068
1.077374,12.08672,34.55661,3.342156,0.7071068,0,0,0.7071068
1.082539,12.08672,34.55661,3.342156,0.7071068,0,0,0.7071068
1.08962,12.08672,34.55661,3.342156,0.7071068,0,0,0.7071068
1.095833,12.08672,34.55661,3.342156,0.7071068,0,0,0.7071068
1.101946,12.08672,34.55662,3.342154,0.7071068,0,0,0.7071068
1.108561,12.08672,34.55662,3.342154,0.7071068,0,0,0.7071068
1.11452,12.08672,34.55662,3.342154,0.7071068,0,0,0.7071068
1.120439,12.08672,34.55661,3.342154,0.7071068,0,0,0.7071068
1.127197,12.08672,34.55661,3.342154,0.7071068,0,0,0.7071068
1.134634,12.08672,34.55661,3.342154,0.7071068,0,0,0.7071068
1.141144,12.08672,34.55662,3.342152,0.7071068,0,0,0.7071068
1.149037,12.08672,34.55662,3.342152,0.7071068,0,0,0.7071068
1.155677,12.08672,34.55662,3.342152,0.7071068,0,0,0.7071068
1.162866,12.08672,34.55661,3.342154,0.7071068,0,0,0.7071068
1.170631,12.08672,34.55661,3.342154,0.7071068,0,0,0.7071068
1.177164,12.08672,34.55661,3.342154,0.7071068,0,0,0.7071068
1.184457,12.08672,34.55661,3.342153,0.7071068,0,0,0.7071068
1.190462,12.08672,34.55661,3.342153,0.7071068,0,0,0.7071068
1.198621,12.08672,34.55661,3.342153,0.7071068,0,0,0.7071068
1.209048,12.08672,34.55661,3.342153,0.7071068,0,0,0.7071068
1.224791,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
1.231043,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
1.237484,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
1.243683,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
1.249726,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
1.255856,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
1.262174,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
1.268947,12.08672,34.55661,3.342155,0.7071068,0,0,0.7071068
