Time,Drone 1,Drone 2,Planned
80.42,13,4,1
80.42,4,13,1
127.2,0,12,1
127.2,12,0,1
133.68,3,0,1
133.68,0,3,1
164.68,11,7,1
164.68,7,11,1

