Time,Click No
3.700387,1
10.80839,2
16.18822,3
22.07337,4
24.36315,5
33.05456,6
50.51931,7
53.8101,8
66.23477,9
75.0104,10
83.81046,11
86.5424,12
97.47514,13
100.9882,14
105.0771,15
115.5858,16
125.4791,17
129.4634,18
137.4106,19
148.7666,20
176.4771,21
180.0311,22

