Time,Drone 1,Drone 2,Planned
4.52,6,9,1
4.52,9,6,1
15.02,11,13,1
15.02,13,11,1
26.54,13,4,1
26.54,4,13,1
42.06,13,12,1
42.06,12,13,1
54.32,4,11,1
54.32,11,4,1
65.24,7,10,1
65.24,10,7,1
71.08,11,7,1
71.08,7,11,1
88.56,13,16,1
88.56,16,13,1
101.8,7,1,1
101.8,1,7,1
125.32,4,2,1
125.32,2,4,1
143.12,7,8,1
143.12,8,7,1
151.98,4,18,1
151.98,18,4,1
162.24,4,7,1
162.24,7,4,1

