Time,CSV Path,Total Collisions,Total Saved,Total Collision Planned,Total Collision Unplanned,User Click Count
0,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.02,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.3533334,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.3823788,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.3991244,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.4164846,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.4336535,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.451129,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.4679744,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.4852739,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.5023274,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.5199344,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.5367986,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.5540025,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.5707197,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.5875083,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.6046559,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.6220776,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.639581,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.657191,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.6746954,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.6913635,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.7084148,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.7256945,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.7423579,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.7598556,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.777112,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.7944637,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.8118107,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.8294196,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.8466924,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.8643103,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.8819279,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.8985908,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.9157422,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.9333525,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.9500734,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.9667403,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
0.9843444,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
1.001819,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
1.019428,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
1.037034,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
1.053867,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
1.071386,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
1.088987,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
1.105696,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
1.123294,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
1.140632,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
1.157993,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
1.175217,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
1.191883,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
1.208807,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
1.226397,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
1.244002,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
1.260654,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
1.278084,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
1.295083,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
1.311748,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
1.328958,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
1.345655,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
1.362319,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
1.379212,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
1.396258,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
1.413232,Assets/Flightplans/flightplan30UAVs_plan1_v3.csv,0,0,0,0,0
