Time,Drone 1,Drone 2,Planned
3.58,2,3,1
3.58,3,2,1
3.7,9,3,0.4324841
3.86,9,3,0.3540031
4.88,0,1,1
4.88,1,0,1
7.52,10,16,0.7405525
7.52,16,10,0.7405525
8.16,10,16,0.4773299
8.16,16,10,0.4773299
8.32,10,16,0.4233741
8.32,16,10,0.4233741
8.48,10,16,0.3809934
8.48,16,10,0.3809934
8.639999,10,16,0.3522674
8.639999,16,10,0.3522674
8.8,10,16,0.3412434
8.8,16,10,0.3412434
9.44,10,16,0.4661002
9.44,16,10,0.4661002
9.599999,10,16,0.5264198
9.599999,16,10,0.5264198
9.76,10,16,0.5896748
9.76,16,10,0.5896748
9.92,10,16,0.6584889
9.92,16,10,0.6584889
17.86,21,19,0.7780426
17.86,19,21,0.7780426
18.04,21,19,0.6254547
18.04,19,21,0.6254547
18.2,21,19,0.5336958
18.2,19,21,0.5336958
18.24,13,7,1
18.24,7,13,1
18.24,10,27,1
18.24,27,10,1
18.64,17,26,0.8666828
18.64,26,17,0.8666828
18.64,21,19,0.6070017
18.64,19,21,0.6070017
18.8,21,19,0.7305357
18.8,19,21,0.7305357
31.08,28,27,0.9837269
31.08,27,28,0.9837269
31.26,28,27,0.9422765
31.26,27,28,0.9422765
31.4,28,27,0.9098663
31.4,27,28,0.9098663
31.88,28,27,0.8666688
31.88,27,28,0.8666688
32.08,28,27,0.8750269
32.08,27,28,0.8750269
32.2,28,27,0.8886084
32.2,27,28,0.8886084
39.5,9,8,1
39.5,8,9,1
45.38,12,7,0.8535907
45.38,7,12,0.8535907
45.5,12,7,0.8104046
45.5,7,12,0.8104046
45.66,12,7,0.778685
45.66,7,12,0.778685
45.84,12,7,0.772196
45.84,7,12,0.772196
46.12,12,7,0.8305912
46.12,7,12,0.8305912
49.32,24,18,0.6945038
49.32,18,24,0.6945038
50.24,7,6,1
50.24,6,7,1
54.5,29,11,1
54.5,11,29,1
54.5,2,10,0.696472
54.5,10,2,0.696472
66.12,12,29,1
66.12,29,12,1
71.54,16,22,1
71.54,22,16,1
84.12,29,17,0.405852
84.12,17,29,0.405852
84.4,29,17,0.2991997
84.4,17,29,0.2991997
85.98,3,23,0.628944
85.98,23,3,0.628944
86.16,3,23,0.4335118
86.16,23,3,0.4335118
86.48,3,23,0.4153473
86.48,23,3,0.4153473
86.6,17,11,1
86.6,11,17,1
90.6,29,18,1
90.6,18,29,1
93.96,2,0,0.9249081
93.96,0,2,0.9249081
94.64,2,0,0.8067656
94.64,0,2,0.8067656
95.28,2,0,0.7293652
95.28,0,2,0.7293652
95.6,2,0,0.7083829
95.6,0,2,0.7083829
96.04,2,0,0.700169
96.04,0,2,0.700169
96.04,7,20,0.4099274
96.04,20,7,0.4099274
96.2,2,0,0.7034743
96.2,0,2,0.7034743
96.2,7,20,0.4587512
96.2,20,7,0.4587512
96.36,2,0,0.7100793
96.36,0,2,0.7100793
96.36,7,20,0.6044955
96.36,20,7,0.6044955
96.52,2,0,0.7198092
96.52,0,2,0.7198092
96.56,2,0,0.7215833
96.56,0,2,0.7215833
97.18,2,0,0.7902049
97.18,0,2,0.7902049
99.54,23,15,1.050921
99.54,15,23,1.050921
99.57999,23,15,1.042703
99.57999,15,23,1.042703
103.06,4,23,0.5375192
103.06,23,4,0.5375192
103.34,4,23,0.4154283
103.34,23,4,0.4154283
103.4,5,20,1
103.4,20,5,1
103.52,4,23,0.4751514
103.52,23,4,0.4751514
105.58,14,0,0.8412222
105.58,0,14,0.8412222
105.88,14,0,0.8053916
105.88,0,14,0.8053916
112.54,11,5,1
112.54,5,11,1
117.2,27,8,0.4825859
117.2,8,27,0.4825859
119.86,25,17,0.8743196
119.86,17,25,0.8743196
120.02,25,17,0.8434173
120.02,17,25,0.8434173
120.18,25,17,0.8626395
120.18,17,25,0.8626395
120.86,28,3,0.5306333
120.86,3,28,0.5306333
121.36,26,20,1
121.36,20,26,1
130.16,22,28,1
130.16,28,22,1
142.48,18,6,1
142.48,6,18,1
153.66,14,28,1
153.66,28,14,1
158.52,15,29,0.8431605
158.52,29,15,0.8431605
158.92,26,4,1
158.92,4,26,1
163.3,16,9,0.2125032
163.3,9,16,0.2125032
163.46,16,9,0.2286673
163.46,9,16,0.2286673
163.62,16,9,0.4132469
163.62,9,16,0.4132469
163.78,16,9,0.6305193
163.78,9,16,0.6305193
174.12,23,1,0.8983835
174.12,1,23,0.8983835
174.16,23,1,0.8868262
174.16,1,23,0.8868262
174.28,23,1,0.8396208
174.28,1,23,0.8396208
174.46,23,1,0.7787184
174.46,1,23,0.7787184
174.76,23,1,0.6936929
174.76,1,23,0.6936929
174.92,23,1,0.6569834
174.92,1,23,0.6569834
174.96,23,1,0.6517926
174.96,1,23,0.6517926
175.08,23,1,0.6308546
175.08,1,23,0.6308546
175.24,23,1,0.6139287
175.24,1,23,0.6139287
175.28,23,1,0.6120898
175.28,1,23,0.6120898
175.56,23,1,0.6130903
175.56,1,23,0.6130903
175.72,23,1,0.6289354
175.72,1,23,0.6289354
176.2,23,1,0.7314306
176.2,1,23,0.7314306
176.56,23,28,0.8646834
176.56,28,23,0.8646834
176.56,23,1,0.667002
176.56,1,23,0.667002
178.74,3,0,0.595109
178.74,0,3,0.595109
179.04,3,0,0.3548355
179.04,0,3,0.3548355
179.22,3,0,0.7386568
179.22,0,3,0.7386568
181.1,24,6,1.038737
181.1,6,24,1.038737

