Time,Pos X,Pos Y,Pos Z,Rot X,Rot Y,Rot Z,Rot W
0,10.64511,6.5,-11.17152,0,0,0,1
0.02,10.64511,6.5,-11.17152,0,0,0,1
0.3533334,10.64511,6.5,-11.17152,0,0,0,1
0.3823788,10.64511,6.5,-11.17152,0,0,0,1
0.3991244,10.64511,6.5,-11.17152,0,0,0,1
0.4164846,10.64511,6.5,-11.17152,0,0,0,1
0.4336535,10.64511,6.5,-11.17152,0,0,0,1
0.451129,10.64511,6.5,-11.17152,0,0,0,1
0.4679744,10.64511,6.5,-11.17152,0,0,0,1
0.4852739,10.64511,6.5,-11.17152,0,0,0,1
0.5023274,10.64511,6.5,-11.17152,0,0,0,1
0.5199344,10.64511,6.5,-11.17152,0,0,0,1
0.5367986,10.64511,6.5,-11.17152,0,0,0,1
0.5540025,10.64511,6.5,-11.17152,0,0,0,1
0.5707197,10.64511,6.5,-11.17152,0,0,0,1
0.5875083,10.64511,6.5,-11.17152,0,0,0,1
0.6046559,10.64511,6.5,-11.17152,0,0,0,1
0.6220776,10.64511,6.5,-11.17152,0,0,0,1
0.639581,10.64511,6.5,-11.17152,0,0,0,1
0.657191,10.64511,6.5,-11.17152,0,0,0,1
0.6746954,10.64511,6.5,-11.17152,0,0,0,1
0.6913635,10.64511,6.5,-11.17152,0,0,0,1
0.7084148,10.64511,6.5,-11.17152,0,0,0,1
0.7256945,10.64511,6.5,-11.17152,0,0,0,1
0.7423579,10.64511,6.5,-11.17152,0,0,0,1
0.7598556,10.64511,6.5,-11.17152,0,0,0,1
0.777112,10.64511,6.5,-11.17152,0,0,0,1
0.7944637,10.64511,6.5,-11.17152,0,0,0,1
0.8118107,10.64511,6.5,-11.17152,0,0,0,1
0.8294196,10.64511,6.5,-11.17152,0,0,0,1
0.8466924,10.64511,6.5,-11.17152,0,0,0,1
0.8643103,10.64511,6.5,-11.17152,0,0,0,1
0.8819279,10.64511,6.5,-11.17152,0,0,0,1
0.8985908,10.64511,6.5,-11.17152,0,0,0,1
0.9157422,10.64511,6.5,-11.17152,0,0,0,1
0.9333525,10.64511,6.5,-11.17152,0,0,0,1
0.9500734,10.64511,6.5,-11.17152,0,0,0,1
0.9667403,10.64511,6.5,-11.17152,0,0,0,1
0.9843444,10.64511,6.5,-11.17152,0,0,0,1
1.001819,10.64511,6.5,-11.17152,0,0,0,1
1.019428,10.64511,6.5,-11.17152,0,0,0,1
1.037034,10.64511,6.5,-11.17152,0,0,0,1
1.053867,10.64511,6.5,-11.17152,0,0,0,1
1.071386,10.64511,6.5,-11.17152,0,0,0,1
1.088987,10.64511,6.5,-11.17152,0,0,0,1
1.105696,10.64511,6.5,-11.17152,0,0,0,1
1.123294,10.64511,6.5,-11.17152,0,0,0,1
1.140632,10.64511,6.5,-11.17152,0,0,0,1
1.157993,10.64511,6.5,-11.17152,0,0,0,1
1.175217,10.64511,6.5,-11.17152,0,0,0,1
1.191883,10.64511,6.5,-11.17152,0,0,0,1
1.208807,10.64511,6.5,-11.17152,0,0,0,1
1.226397,10.64511,6.5,-11.17152,0,0,0,1
1.244002,10.64511,6.5,-11.17152,0,0,0,1
1.260654,10.64511,6.5,-11.17152,0,0,0,1
1.278084,10.64511,6.5,-11.17152,0,0,0,1
1.295083,10.64511,6.5,-11.17152,0,0,0,1
1.311748,10.64511,6.5,-11.17152,0,0,0,1
1.328958,10.64511,6.5,-11.17152,0,0,0,1
1.345655,10.64511,6.5,-11.17152,0,0,0,1
1.362319,10.64511,6.5,-11.17152,0,0,0,1
1.379212,10.64511,6.5,-11.17152,0,0,0,1
1.396258,10.64511,6.5,-11.18004,0,0,0,1
1.413232,10.64511,6.5,-11.26491,0,0,0,1
1.430609,10.64511,6.5,-11.52556,0,0,0,1
1.448202,10.64511,6.5,-11.9302,0,0,0,1
1.46538,10.64511,6.5,-12.54859,0,0,0,1
1.482344,10.64511,6.5,-13.2611,0,0,0,1
1.499019,10.64511,6.5,-14.01148,0,0,0,1
1.515736,10.64511,6.5,-14.82221,0,0,0,1
1.533147,10.64511,6.5,-15.03115,0,0,0,1
1.549815,10.64511,6.5,-15.37284,0,0,0,1
1.566482,10.64511,6.5,-15.37284,0,0,0,1
1.584083,10.64511,6.5,-15.76006,0,0,0,1
1.60139,10.64511,6.5,-16.14946,0,0,0,1
1.618286,10.64511,6.5,-16.53808,0,0,0,1
1.635884,10.64511,6.5,-16.92523,0,0,0,1
1.652548,10.64511,6.5,-17.29184,0,0,0,1
1.670312,10.64511,6.5,-18.06456,0,0,0,1
1.687137,10.64511,6.5,-18.06456,0,0,0,1
1.704363,10.64511,6.5,-18.06456,0,0,0,1
1.721088,10.64511,6.5,-18.06456,0,0,0,1
1.738294,10.64511,6.5,-18.06456,0,0,0,1
1.75548,10.64511,6.5,-18.06456,0,0,0,1
1.773069,10.64511,6.5,-18.22286,0,0,0,1
1.790242,10.64511,6.5,-18.41176,0,0,0,1
1.807705,10.64511,6.5,-18.66498,0,0,0,1
1.826482,10.64511,6.5,-19.17195,0,0,0,1
1.843928,10.64511,6.5,-19.17195,0,0,0,1
1.861197,10.64511,6.5,-19.50005,0,0,0,1
1.878655,10.64511,6.5,-19.84922,0,0,0,1
1.895497,10.64511,6.5,-20.20289,0,0,0,1
1.913114,10.64511,6.5,-20.56404,0,0,0,1
1.93037,10.64511,6.5,-20.91778,0,0,0,1
1.947456,10.64511,6.5,-21.25951,0,0,0,1
1.964675,10.64511,6.5,-21.59528,0,0,0,1
1.982518,10.64511,6.5,-22.23762,0,0,0,1
1.999475,10.64511,6.5,-22.23762,0,0,0,1
2.016173,10.64511,6.5,-22.23762,0,0,0,1
2.03303,10.64511,6.5,-22.26291,0,0,0,1
2.050335,10.64511,6.5,-22.49652,0,0,0,1
2.067932,10.64511,6.5,-22.70769,0,0,0,1
2.085168,10.64511,6.5,-22.91452,0,0,0,1
2.102331,10.64511,6.5,-23.18054,0,0,0,1
2.119171,10.64511,6.5,-23.18054,0,0,0,1
2.138314,10.64511,6.5,-24.10895,0,0,0,1
2.1559,10.64511,6.5,-24.10895,0,0,0,1
2.172906,10.64511,6.5,-24.34702,0,0,0,1
2.189863,10.64511,6.5,-24.41485,0,0,0,1
2.207373,10.64511,6.5,-24.45863,0,0,0,1
2.224043,10.64511,6.5,-24.4753,0,0,0,1
2.241129,10.64511,6.5,-24.4753,0,0,0,1
2.257865,10.64511,6.5,-24.4753,0,0,0,1
2.274817,10.64511,6.5,-24.4753,0,0,0,1
2.291627,10.64511,6.5,-24.4837,0,0,0,1
2.308352,10.64511,6.5,-24.4837,0,0,0,1
2.325875,10.64511,6.5,-24.4837,0,0,0,1
2.34269,10.64511,6.5,-24.4837,0,0,0,1
2.359618,10.64511,6.5,-24.4837,0,0,0,1
2.377168,10.64511,6.5,-24.4837,0,0,0,1
2.393882,10.64511,6.5,-24.4837,0,0,0,1
2.411177,10.64511,6.5,-24.4837,0,0,0,1
2.427931,10.64511,6.5,-24.4837,0,0,0,1
2.445652,10.64511,6.5,-24.4837,0,0,0,1
2.462439,10.64511,6.5,-24.4837,0,0,0,1
2.480038,10.64511,6.5,-24.4837,0,0,0,1
2.496704,10.64511,6.5,-24.4837,0,0,0,1
2.514235,10.64511,6.5,-24.4837,0,0,0,1
2.531436,10.64511,6.5,-24.4837,0,0,0,1
2.548179,10.64511,6.5,-24.4837,0,0,0,1
2.565487,10.64511,6.5,-24.4837,0,0,0,1
2.582162,10.64511,6.5,-24.4837,0,0,0,1
2.602015,10.64511,6.5,-24.4837,0,0,0,1
2.619622,10.64511,6.5,-24.4837,0,0,0,1
