Time,Drone 1,Drone 2,Planned
7.34,9,12,1
7.34,12,9,1
7.34,19,22,1
7.34,22,19,1
10.9,6,10,1
10.9,10,6,1
11.52,6,3,0.6909385
11.52,3,6,0.6909385
11.56,6,3,0.6933728
11.56,3,6,0.6933728
11.66,6,3,0.7064863
11.66,3,6,0.7064863
11.98,6,3,0.8175852
11.98,3,6,0.8175852
12.04,6,3,0.845984
12.04,3,6,0.845984
16.64,12,23,1.118762
16.64,23,12,1.118762
16.64,3,17,0.808814
16.64,17,3,0.808814
16.82,3,17,0.3084526
16.82,17,3,0.3084526
17.12,12,23,0.8626161
17.12,23,12,0.8626161
17.12,3,17,0.3388794
17.12,17,3,0.3388794
17.28,12,23,0.8336211
17.28,23,12,0.8336211
17.3,27,15,1.23194
17.3,15,27,1.23194
17.3,3,17,0.8293155
17.3,17,3,0.8293155
17.34,12,23,0.8248995
17.34,23,12,0.8248995
17.76,12,23,0.7604207
17.76,23,12,0.7604207
17.92,12,23,0.7396541
17.92,23,12,0.7396541
18.08,12,23,0.7231032
18.08,23,12,0.7231032
18.12,12,23,0.7177561
18.12,23,12,0.7177561
18.16,12,23,0.7137394
18.16,23,12,0.7137394
18.26,12,23,0.7054615
18.26,23,12,0.7054615
18.6,12,23,0.6866145
18.6,23,12,0.6866145
18.72,12,23,0.6839392
18.72,23,12,0.6839392
18.76,12,23,0.683066
18.76,23,12,0.683066
18.9,12,23,0.6826832
18.9,23,12,0.6826832
19.02,12,23,0.6844841
19.02,23,12,0.6844841
19.2,12,23,0.6900518
19.2,23,12,0.6900518
19.26,12,23,0.694023
19.26,23,12,0.694023
19.26,9,14,0.6458886
19.26,14,9,0.6458886
19.34,12,23,0.6986771
19.34,23,12,0.6986771
19.34,9,14,0.5318893
19.34,14,9,0.5318893
19.4,12,23,0.702409
19.4,23,12,0.702409
19.4,9,14,0.4945979
19.4,14,9,0.4945979
19.5,12,23,0.7101388
19.5,23,12,0.7101388
19.5,9,14,0.54237
19.5,14,9,0.54237
19.84,12,23,0.7513393
19.84,23,12,0.7513393
19.84,23,9,1.123035
19.84,9,23,1.123035
19.9,12,23,0.7550718
19.9,23,12,0.7550718
19.9,23,9,1.071662
19.9,9,23,1.071662
22.36,21,14,0.6862754
22.36,14,21,0.6862754
25.04,28,6,0.7401514
25.04,6,28,0.7401514
25.08,28,6,0.7342914
25.08,6,28,0.7342914
25.2,28,6,0.7236906
25.2,6,28,0.7236906
25.24,28,6,0.7245498
25.24,6,28,0.7245498
25.52,16,19,0.5087829
25.52,19,16,0.5087829
25.56,16,19,0.4776847
25.56,19,16,0.4776847
25.72,16,19,0.4359278
25.72,19,16,0.4359278
26.04,16,19,0.4557953
26.04,19,16,0.4557953
26.18,16,19,0.4977585
26.18,19,16,0.4977585
26.22,16,19,0.5205376
26.22,19,16,0.5205376
26.32,16,19,0.5667692
26.32,19,16,0.5667692
26.56,16,19,0.526948
26.56,19,16,0.526948
26.82,16,19,0.7245302
26.82,19,16,0.7245302
26.88,16,19,0.7672518
26.88,19,16,0.7672518
27.3,22,26,0.795938
27.3,26,22,0.795938
29.34,1,11,1
29.34,11,1,1
31,27,15,0.8078716
31,15,27,0.8078716
31.12,27,15,0.6288587
31.12,15,27,0.6288587
31.16,27,15,0.5937207
31.16,15,27,0.5937207
31.28,27,15,0.5450522
31.28,15,27,0.5450522
31.32,27,15,0.5563914
31.32,15,27,0.5563914
31.46,27,15,0.7006119
31.46,15,27,0.7006119
32.14,28,22,1
32.14,22,28,1
38,1,16,1.058108
38,16,1,1.058108
38.06,1,16,1.0496
38.06,16,1,1.0496
45.1,28,22,1
45.1,22,28,1
50.96,7,10,1
50.96,10,7,1
57.46,1,13,1.017359
57.46,13,1,1.017359
61.36,5,3,0.810082
61.36,3,5,0.810082
61.62,5,3,0.2061832
61.62,3,5,0.2061832
61.68,10,9,1
61.68,9,10,1
61.82,5,3,0.3174785
61.82,3,5,0.3174785
61.86,5,3,0.3923835
61.86,3,5,0.3923835
62,5,3,0.7498414
62,3,5,0.7498414
68.04,8,16,0.7946075
68.04,16,8,0.7946075
68.1,8,16,0.781156
68.1,16,8,0.781156
68.2,8,16,0.7746802
68.2,16,8,0.7746802
69,19,12,0.9163588
69,12,19,0.9163588
69.04,19,12,0.9066653
69.04,12,19,0.9066653
