Time,Click No
13.45322,1
24.96596,2
26.9832,3
37.07989,4
39.67502,5
41.8295,6
50.20552,7
51.88851,8
65.91019,9
67.56622,10
73.32396,11
76.13555,12
84.81847,13
105.8534,14
110.5378,15
118.6668,16
124.3384,17
128.0968,18
139.4414,19
144.7182,20
148.7594,21
157.0739,22
165.505,23
168.3906,24
170.7127,25
176.2716,26
178.4798,27
181.0519,28

