Time,Click No
25.71816,1
31.96167,2
35.5124,3
46.19882,4
51.78846,5
60.26796,6
62.70359,7
72.3455,8
74.68266,9
78.85842,10
91.62482,11
101.2043,12
107.3583,13
111.558,14
116.6691,15
132.8277,16
136.1919,17
138.0526,18
140.4331,19
146.8954,20
154.5826,21
158.4154,22
166.8548,23
170.4257,24
182.7374,25

