Time,Click No
5.060484,1
11.8764,2
14.3724,3
17.35625,4
26.96248,5
30.501,6
32.39069,7
33.87627,8
42.55368,9
44.0172,10
53.88034,11
60.75988,12
63.35252,13
65.83694,14
68.06738,15
70.19835,16
72.72362,17
81.65801,18
86.52458,19
90.78168,20
99.33998,21
101.4489,22
107.3457,23
113.627,24
118.2069,25
124.0787,26
129.8754,27
131.672,28
135.3972,29
147.8163,30
159.2686,31
163.0372,32
184.0394,33
185.5902,34

