Time,CSV Path,Total Planned Collisions,Total Planned Collisions Saved,Total Planned Collisions Collided,Total Collisions,User Click Count
0,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.02,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.3533334,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.3733212,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.3866555,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.3999891,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.4133248,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.4266585,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.4399966,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.4534726,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.4675056,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.481467,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.4948058,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.5081397,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.5217004,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.5354304,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.5493975,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.5627429,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.5760776,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.5894095,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.6033821,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.6167148,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.6303121,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.6436453,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.6569785,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.6703126,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.6841344,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.6974663,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.7108124,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.7243652,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.7376983,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.7510316,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.7645584,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.7779365,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.7918602,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.8054137,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.81897,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.8324534,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.8459073,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.8592414,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.8726138,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.8859863,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.8997501,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.913084,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.9270542,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.9413044,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.9546372,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.9681891,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.9817054,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
0.9950398,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
1.008627,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
1.022272,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
1.036169,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
1.049501,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
1.063327,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
1.07666,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
1.089993,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
1.103439,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
1.11739,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
1.130938,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
1.144733,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
1.158216,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
1.17155,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
1.185733,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
1.199067,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
1.2124,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
1.225913,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
1.239697,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
1.253028,Assets/Flightplans/flightplan10UAVs_plan3_v3.csv,0,0,0,0,0
