Time,Drone 1,Drone 2,Planned
2.02,1,4,1
2.02,4,1,1
13.74,3,0,1
13.74,0,3,1
21.98,4,5,1
21.98,5,4,1
35.28,6,8,1
35.28,8,6,1
43.48,5,0,1
43.48,0,5,1
57.82,7,14,1
57.82,14,7,1
68.4,15,11,1
68.4,11,15,1
75.42,11,19,1
75.42,19,11,1
91.62,9,15,1
91.62,15,9,1
113.5,17,1,1
113.5,1,17,1
129.44,16,1,1
129.44,1,16,1
131.44,3,4,1
131.44,4,3,1
148.42,19,4,1
148.42,4,19,1
158.4,0,11,1
158.4,11,0,1
168.6,0,16,1
168.6,16,0,1
180.08,3,19,0.9901886
180.08,19,3,0.9901886

